year,indicator,channel_code,mapped_name,purpose_name,share
2015,multilateral_purpose_spending_shares,46004,asian development bank,Health,0.010356701464616506
2015,multilateral_purpose_spending_shares,46004,asian development bank,Humanitarian,0.006642704744399725
2015,multilateral_purpose_spending_shares,46004,asian development bank,"Industry, Mining, Construction",0.0161829191768156
2015,multilateral_purpose_spending_shares,46004,asian development bank,Multi-sector,0.033964475757297115
2015,multilateral_purpose_spending_shares,46004,asian development bank,"Social infrastructure, protection and services",0.03552108020487193
2015,multilateral_purpose_spending_shares,46004,asian development bank,Trade Policies & Regulations,0.0012108568031792078
2015,multilateral_purpose_spending_shares,46004,asian development bank,Transport & Storage and communications,0.2711278198845767
2015,multilateral_purpose_spending_shares,46004,asian development bank,Unallocated/ Unspecificed,0.11578904233294882
2015,multilateral_purpose_spending_shares,46004,asian development bank,Water Supply & Sanitation,0.07281330824601293
2015,multilateral_purpose_spending_shares,46009,caribbean development bank,Unallocated/ Unspecificed,1.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Administrative Costs of Donors,0.07297333367116472
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Agriculture and Forestry & Fishing,0.03137923738411468
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Banking & Financial Services and Business,0.1373342843520151
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Civil society,0.00045627837444375564
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Conflict Peace and Security,0.001960996756284636
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Education,0.04550476092480771
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Energy,0.06938956698513238
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Environment Protection,0.010998978528684906
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Government,0.16271173272953898
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Health,0.0528906202255132
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Humanitarian,0.002232045220892061
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,"Industry, Mining, Construction",0.03416089890250303
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Multi-sector,0.01573123325248121
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,"Social infrastructure, protection and services",0.10284087062770292
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Trade Policies & Regulations,0.05570132431952733
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Transport & Storage and communications,0.13446030936013578
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Unallocated/ Unspecificed,0.005910647811255553
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,Water Supply & Sanitation,0.06336288057380204
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Administrative Costs of Donors,0.02223456845671614
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Agriculture and Forestry & Fishing,0.029678863008202314
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Banking & Financial Services and Business,0.03488520849180671
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Civil society,0.0014413774610002787
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Conflict Peace and Security,0.01238119648122107
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Education,0.016531298896911188
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Energy,0.16889589562876878
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Environment Protection,0.031667636342025095
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Government,0.157663393551105
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Health,0.061473024825142955
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Humanitarian,0.054846216861045835
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,"Industry, Mining, Construction",0.0024571492347871186
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,Multi-sector,0.01747920571445712
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,"Social infrastructure, protection and services",0.15288844013271122
