year,indicator,channel_code,mapped_name,share
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.017998262681242362
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.055230972255805866
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.0327429473480337
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.0007306984987592729
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.0011561076928441783
2015,multilateral_purpose_spending_shares,47136,global green growth institute,0.0031502893126887734
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.045246843551216075
2015,multilateral_purpose_spending_shares,,,0.07522222755957303
2015,multilateral_purpose_spending_shares,41314,united nations economic commission for europe extrabudgetary contributions only,0.020611519213026345
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,5.418917696572129e-05
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.005683873010508883
2015,multilateral_purpose_spending_shares,44002,international development association,0.0007520332506614666
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.01352585934886456
2015,multilateral_purpose_spending_shares,46002,african development bank,0.0
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.001902287356304555
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.003637991136470253
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.0007931509863890986
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.0015653985138190378
2015,multilateral_purpose_spending_shares,41144,international labour organisation regular budget supplementary account,0.0042372114192537145
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0007631316412405212
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.041433553734210246
2015,multilateral_purpose_spending_shares,44002,international development association,0.007340492940877678
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.07774172971050257
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0041235785792211295
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.01895391186214806
2015,multilateral_purpose_spending_shares,46009,caribbean development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.07648993906239675
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.03321634612893916
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.07361741266383101
2015,multilateral_purpose_spending_shares,47136,global green growth institute,0.005920266948883908
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,6.134599721165511e-06
2015,multilateral_purpose_spending_shares,,,0.00018610024663348997
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.00011916047510164172
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00013108608523726024
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.003259293388322397
2015,multilateral_purpose_spending_shares,44002,international development association,0.004650370921714667
2015,multilateral_purpose_spending_shares,46004,asian development bank,6.309732403161669e-05
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0021658750850173246
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.00012951299238636292
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.042942198048158575
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00026695355808542824
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.3409605370716371
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.036923680664748604
2015,multilateral_purpose_spending_shares,44002,international development association,0.012039979862862534
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.06461282692243904
2015,multilateral_purpose_spending_shares,46002,african development bank,0.23998096483031922
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0035391941093233436
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.03273662596789679
2015,multilateral_purpose_spending_shares,46009,caribbean development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.009759255037011094
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,8.88169943625552e-05
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.31696881545596384
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.0004987251911774173
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.0069832280544932426
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.2228477147345563
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.0015579077546923922
2015,multilateral_purpose_spending_shares,41305,united nations,4.818060987691973e-06
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00029964388042401667
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0010687801688339898
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00917344117264929
2015,multilateral_purpose_spending_shares,44002,international development association,0.00391871252021845
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.017032045053861244
2015,multilateral_purpose_spending_shares,46002,african development bank,0.0003437246505229027
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0023720416921034757
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.019309144101031173
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.04032987663040733
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.00017355091342669525
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47128,nordic development fund,0.03228172043067079
2015,multilateral_purpose_spending_shares,47134,clean technology fund,7.008578464135501e-05
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.0012872749071467743
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.017014727945783653
2015,multilateral_purpose_spending_shares,,,0.00013247866513724753
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00016332205630073646
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0011673343452027
2015,multilateral_purpose_spending_shares,44002,international development association,0.00011373208292995822
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,,,0.00026858194850627374
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.020200855954679357
2015,multilateral_purpose_spending_shares,41144,international labour organisation regular budget supplementary account,0.05025511758991064
2015,multilateral_purpose_spending_shares,41314,united nations economic commission for europe extrabudgetary contributions only,0.03215629098816156
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0074773080155115055
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0388106806999834
2015,multilateral_purpose_spending_shares,44002,international development association,0.025812727148394447
2015,multilateral_purpose_spending_shares,46002,african development bank,0.0
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0037809189252645025
2015,multilateral_purpose_spending_shares,46004,asian development bank,1.1818828966914999e-05
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.008589338537182613
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.001276981462691936
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47128,nordic development fund,0.03380805345310774
2015,multilateral_purpose_spending_shares,47136,global green growth institute,0.023623920589989335
2015,multilateral_purpose_spending_shares,,,0.00014358954034511453
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.0006603341631493121
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,2.18296908304368e-05
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.004446624540514295
2015,multilateral_purpose_spending_shares,44002,international development association,0.0044012170994893645
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.005325409691280361
2015,multilateral_purpose_spending_shares,41144,international labour organisation regular budget supplementary account,0.00015348775094806735
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.3093714671664877
2015,multilateral_purpose_spending_shares,41314,united nations economic commission for europe extrabudgetary contributions only,0.010083107057663859
2015,multilateral_purpose_spending_shares,41317,green climate fund,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.01883856005932095
2015,multilateral_purpose_spending_shares,42004,european investment bank,1.2549635051762395e-05
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.004960939620899828
2015,multilateral_purpose_spending_shares,44002,international development association,0.010075496409124727
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.025218117754167626
2015,multilateral_purpose_spending_shares,46002,african development bank,0.012784752695695983
2015,multilateral_purpose_spending_shares,46003,african development fund,0.02646255105394371
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.004412940644742344
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.004605405233035644
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.00022622999629906955
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.012861931713097265
2015,multilateral_purpose_spending_shares,47111,adaptation fund,0.02288288123637293
2015,multilateral_purpose_spending_shares,47129,global environment facility least developed countries fund,0.06347951595381922
2015,multilateral_purpose_spending_shares,47130,global environment facility special climate change fund,0.10646871268098494
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.0003167811811658434
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.043298576222707004
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.023961109739421428
2015,multilateral_purpose_spending_shares,,,0.01881962836677583
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.014964692775211398
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.005497848048969739
2015,multilateral_purpose_spending_shares,44002,international development association,0.01546844959512401
2015,multilateral_purpose_spending_shares,46002,african development bank,0.0014073613579606177
2015,multilateral_purpose_spending_shares,46003,african development fund,0.004723804163573479
2015,multilateral_purpose_spending_shares,46004,asian development bank,6.756020840015554e-05
2015,multilateral_purpose_spending_shares,46009,caribbean development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.009298247283200549
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.011372357176369112
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47111,adaptation fund,0.01787456856919489
2015,multilateral_purpose_spending_shares,47128,nordic development fund,0.03573994430056914
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.0
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.013093949445153859
2015,multilateral_purpose_spending_shares,,,0.001392731813387344
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.00038468073713274567
2015,multilateral_purpose_spending_shares,41140,world food programme,0.00044305088240455704
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.018864785998654092
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0007035581822629473
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0015092767905150895
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00537136289788537
2015,multilateral_purpose_spending_shares,44002,international development association,0.0061113794656184805
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.02885581667624263
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0021444693444314035
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0023842096121167405
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,1.1541762353440833e-05
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.019405780610176657
2015,multilateral_purpose_spending_shares,47111,adaptation fund,0.018956714991869877
2015,multilateral_purpose_spending_shares,47129,global environment facility least developed countries fund,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.00011950077653500357
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.01780857795285645
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.002297496854002427
2015,multilateral_purpose_spending_shares,,,4.524937057407288e-05
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.023809806884903778
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0015794107885878752
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.013936611923196781
2015,multilateral_purpose_spending_shares,44002,international development association,0.021704172698796976
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.0006217291504462865
2015,multilateral_purpose_spending_shares,46002,african development bank,0.007837583346729246
2015,multilateral_purpose_spending_shares,46003,african development fund,0.010659053214698892
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.021409446071893812
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0006520801053694912
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.004860061282472888
2015,multilateral_purpose_spending_shares,46024,council of europe development bank,0.0
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.0
2015,multilateral_purpose_spending_shares,47130,global environment facility special climate change fund,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.0001255327498033169
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.0030455366288182186
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.023120472963700688
2015,multilateral_purpose_spending_shares,,,0.09739163486809048
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.01660331212506972
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00014945342649447512
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,8.619149326811075e-06
2015,multilateral_purpose_spending_shares,44002,international development association,0.0031187074564994893
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,1.744792969495884e-05
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.0003910807322243013
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.00011375582507406186
2015,multilateral_purpose_spending_shares,41140,world food programme,0.00011763686573081176
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.0388587107256062
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0021574048219225486
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.0
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00016942852167523074
2015,multilateral_purpose_spending_shares,44002,international development association,0.004155744233377215
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.0008575861874118349
2015,multilateral_purpose_spending_shares,46002,african development bank,5.177375835424962e-05
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0041463327752003796
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.005083682826272705
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.006841708938812546
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.00012604567270028234
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.004449146554223246
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.010075041454281558
2015,multilateral_purpose_spending_shares,,,0.0004615963707878798
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.005462708610949822
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,3.382187838416496e-05
2015,multilateral_purpose_spending_shares,44002,international development association,0.0011474560597915134
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46002,african development bank,0.007451041877510451
2015,multilateral_purpose_spending_shares,46003,african development fund,0.003172833525463198
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.0089779218114885
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.0008237954591062225
2015,multilateral_purpose_spending_shares,,,0.0024725240075922413
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,8.395479491240629e-06
2015,multilateral_purpose_spending_shares,41140,world food programme,3.950473896019811e-05
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.026311202400937705
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0015768571144782395
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00024831940867058174
2015,multilateral_purpose_spending_shares,44002,international development association,0.004279228672522999
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.024856831444893545
2015,multilateral_purpose_spending_shares,46003,african development fund,0.005938962134749732
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.001201614195275185
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.0024184705210161285
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47129,global environment facility least developed countries fund,0.0
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.0005344193354691662
2015,multilateral_purpose_spending_shares,,,0.00044148697590957987
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00029860302216428504
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0007613709826478438
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0005459278684082949
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0002954125944919216
2015,multilateral_purpose_spending_shares,44002,international development association,0.0023312710120859934
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0011445924817536325
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.00011500662090535994
2015,multilateral_purpose_spending_shares,41114,united nations development programme,5.8049314579006385e-05
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.06869927988776113
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00027874621373959977
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00033312109312286665
2015,multilateral_purpose_spending_shares,44002,international development association,0.000215770396129655
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46009,caribbean development bank,0.0
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.00035611474073360215
2015,multilateral_purpose_spending_shares,,,0.00013075523871355725
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0030800435289432444
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0011334433606252992
2015,multilateral_purpose_spending_shares,44002,international development association,0.009168466921397236
2015,multilateral_purpose_spending_shares,46002,african development bank,7.12907989894558e-05
2015,multilateral_purpose_spending_shares,46003,african development fund,0.00514831239412936
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.000122991304176918
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0029540101584925997
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,9.066044222005748e-05
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47128,nordic development fund,0.004443347494062543
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,6.655979351467367e-05
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.02318121067644801
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0009679037033551609
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0007856505285068903
2015,multilateral_purpose_spending_shares,44002,international development association,0.0036017385887094962
2015,multilateral_purpose_spending_shares,46003,african development fund,0.009252379286758865
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.000898225359964513
2015,multilateral_purpose_spending_shares,46015,european bank for reconstruction and development,0.025701110227653395
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.009011577064769736
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.002771429342950887
2015,multilateral_purpose_spending_shares,,,0.0007721797906025764
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.04778201123236425
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0003945327362290445
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0003551509101520974
2015,multilateral_purpose_spending_shares,44002,international development association,8.287836907354697e-05
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.001987281368198229
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.009824293539489899
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,5.10769840084101e-05
2015,multilateral_purpose_spending_shares,,,0.00010724675421237166
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.05333562194428541
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0002849397090782664
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.002674493183833217
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00023367811764587687
2015,multilateral_purpose_spending_shares,44002,international development association,0.0035127406578204278
2015,multilateral_purpose_spending_shares,46003,african development fund,1.2443143350760225e-05
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.006857001921147313
2015,multilateral_purpose_spending_shares,46013,inter american development bank fund for special operations,0.0031743663406214027
2015,multilateral_purpose_spending_shares,47142,opec fund for international development,0.00046471832016726974
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0007378290641344647
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.001137114782785541
2015,multilateral_purpose_spending_shares,44002,international development association,0.002608751381366984
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.033625968038703345
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0026461248700180608
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0001513568630325684
2015,multilateral_purpose_spending_shares,44002,international development association,0.0006717552864512007
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.002557871575494623
2015,multilateral_purpose_spending_shares,41144,international labour organisation regular budget supplementary account,0.00038592767374334946
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.0335364683630301
2015,multilateral_purpose_spending_shares,41314,united nations economic commission for europe extrabudgetary contributions only,0.023186220848745855
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0031550604078059963
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.00022888849148253033
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.0032523295969193733
2015,multilateral_purpose_spending_shares,44002,international development association,0.0006540990664270903
2015,multilateral_purpose_spending_shares,46002,african development bank,0.0008407441447757186
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0
2015,multilateral_purpose_spending_shares,46012,inter american development bank inter american investment corporation and multilateral investment fund,0.0014964092208004862
2015,multilateral_purpose_spending_shares,46025,islamic development bank,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.07689855143804121
2015,multilateral_purpose_spending_shares,47129,global environment facility least developed countries fund,0.0712902716254525
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.011384559458988735
2015,multilateral_purpose_spending_shares,47136,global green growth institute,0.034515895207502395
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.0006542985021070148
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.029017894660161178
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.0007434930427760306
2015,multilateral_purpose_spending_shares,42004,european investment bank,0.01160962761935728
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,0.00319926637142308
2015,multilateral_purpose_spending_shares,44002,international development association,0.0008800923216596572
2015,multilateral_purpose_spending_shares,44004,international finance corporation,nan
2015,multilateral_purpose_spending_shares,46000,regional development bank,0.0006217291504462865
2015,multilateral_purpose_spending_shares,46003,african development fund,0.002425543484877824
2015,multilateral_purpose_spending_shares,46004,asian development bank,0.0033736275885074413
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.0
2015,multilateral_purpose_spending_shares,47134,clean technology fund,0.00011228908060366976
2015,multilateral_purpose_spending_shares,47135,strategic climate fund,0.05323290978015931
2015,multilateral_purpose_spending_shares,,,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,1.6534263997596202e-05
2015,multilateral_purpose_spending_shares,41314,united nations economic commission for europe extrabudgetary contributions only,0.0014238923478432559
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00019380709287477623
2015,multilateral_purpose_spending_shares,44002,international development association,0.0001914599209881616
2015,multilateral_purpose_spending_shares,46003,african development fund,0.0
2015,multilateral_purpose_spending_shares,47044,global environment facility trust fund,0.0020872249468130476
2015,multilateral_purpose_spending_shares,47128,nordic development fund,0.006659346356291793
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00011374484002176484
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,0.00013339765897149656
2015,multilateral_purpose_spending_shares,44001,international bank for reconstruction and development,2.000799394333976e-05
2015,multilateral_purpose_spending_shares,44002,international development association,8.076157232534038e-05
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.011795059812255615
2015,multilateral_purpose_spending_shares,42001,european commission development share of budget,8.226293388900582e-06
2015,multilateral_purpose_spending_shares,41108,international fund for agricultural development,0.0
2015,multilateral_purpose_spending_shares,41114,united nations development programme,0.000572033307613852
2015,multilateral_purpose_spending_shares,41301,food and agricultural organisation,0.05571750156971412
